;;;;;;;;;;;;;x,,
immigration_focus;Population;;;;;;;;;;;;;x,,
demand_concession_casus_belli_player_early_for_puppet_setup;Demand that $RECIPIENT$ secede territory to a puppet.;Demandez ?ce que $RECIPIENT$ fasse sécession d'un territoire pour former une concession coloniale.;Verlangen Sie, dass $RECIPIENT$ Gebiete zur Gründung einer Kolonialkonzession abspaltet.;;;;;;;;;;;
demand_concession_casus_belli_ai_early_for_puppet;Demand Concession Early for Puppet;Demande de concession;Konzession verlangen;;;;;;;;;;;
demand_concession_casus_belli_ai_early_for_puppet_short;Demand $STATE$ for a puppet for 10% more warscore.;Demander $STATE$;Fordern Sie $STATE$;;;;;;;;;;;
demand_concession_casus_belli_ai_early_for_puppet_desc;Force the §Yuncivilized country§W to secede territory to your puppet for 100% more warscore.;Obligez un §Ypays non civilisé§W ?faire sécession d'un territoire pour former une concession coloniale.;Zwingen Sie ein §Yunzivilisiertes Land§W, Gebiete zur Gründung einer Kolonialkonzession abzuspalten.;;;;;;;;;;;
demand_concession_casus_belli_player_early_for_puppet_setup;Demand that $RECIPIENT$ secede territory to a puppet.;Demandez ?ce que $RECIPIENT$ fasse sécession d'un territoire pour former une concession coloniale.;Verlangen Sie, dass $RECIPIENT$ Gebiete zur Gründung einer Kolonialkonzession abspaltet.;;;;;;;;;;;
demand_concession_casus_belli_for_puppet;Demand Concession for a Puppet;Demande de concession;Konzession verlangen;;;;;;;;;;;
demand_concession_casus_belli_for_puppet_short;Demand $STATE$ for a puppet.;Demander $STATE$;Fordern Sie $STATE$;;;;;;;;;;;
demand_concession_casus_belli_for_puppet_desc;Force an §Yuncivilized country§W to secede territory to your puppet.;Obligez un §Ypays non civilisé§W ?faire sécession d'un territoire pour former une concession coloniale.;Zwingen Sie ein §Yunzivilisiertes Land§W, Gebiete zur Gründung einer Kolonialkonzession abzuspalten.;;;;;;;;;;;
demand_concession_casus_belli_for_puppet_setup;Demand that $RECIPIENT$ secede territory to a puppet.;Demandez ?ce que $RECIPIENT$ fasse sécession d'un territoire pour former une concession coloniale.;Verlangen Sie, dass $RECIPIENT$ Gebiete zur Gründung einer Kolonialkonzession abspaltet.;;;;;;;;;;;
place_in_the_sun_for_puppet;Place in the sun for a Puppet;Une place au soleil;Ein Platz an der Sonne;;;;;;;;;;;
place_in_the_sun_for_puppet_short;Acquire $STATE$ for a puppet.;Prendre $STATE$;$STATE$ erwerben;;;;;;;;;;;
place_in_the_sun_for_puppet_desc;Aquire an enemy §Ycolonial state§W for a puppet.;Prendre un §YÉtat colonial§W ennemi;Erobern Sie einen feindlichen §YKolonialstaat§W.;;;;;;;;;;;
place_in_the_sun_for_puppet_setup;Acquire colony $STATE$ from $RECIPIENT$ for a puppet.;Prendre colonie $STATE$ de $RECIPIENT$;Kolonie $STATE$ von $RECIPIENT$ erwerben;;;;;;;;;;;
place_in_the_sun_late_for_puppet;Place in the sun for a Puppet;Une place au soleil;Ein Platz an der Sonne;;;;;;;;;;;
place_in_the_sun_late_for_puppet_short;Acquire $STATE$ 20% less for a puppet.;Prendre $STATE$;$STATE$ erwerben;;;;;;;;;;;
place_in_the_sun_late_for_puppet_desc;Aquire an enemy §Ycolonial state§W 20% less for a puppet.;Prendre un §YÉtat colonial§W ennemi;Erobern Sie einen feindlichen §YKolonialstaat§W.;;;;;;;;;;;
place_in_the_sun_late_for_puppet_setup;Acquire colony $STATE$ 20% cheaper from $RECIPIENT$ for a puppet.;Prendre colonie $STATE$ de $RECIPIENT$;Kolonie $STATE$ von $RECIPIENT$ erwerben;;;;;;;;;;;
acquire_state_for_puppet;Acquire State Earlygame for Puppet;;;;;;;;;;;;;x
acquire_state_for_puppet_desc;Acquire the state of a §Ycountry§W for a puppet.;;;;;;;;;;;;;x
acquire_state_for_puppet_short;Aquire an enemy §Ystate§W for a puppet.;;;;;;;;;;;;;x
acquire_state_for_puppet_setup;Acquire $STATE$ from $RECIPIENT$ for a puppet.;;;;;;;;;;;;;x
acquire_state_midgame_for_puppet;Acquire State Midgame for Puppet;;;;;;;;;;;;;x
acquire_state_midgame_for_puppet_short;Acquire $STATE$ for a puppet.;;;;;;;;;;;;;x
acquire_state_midgame_for_puppet_desc;Acquire the state of a §Ycountry§W for a puppet. using 33% less warscore;;;;;;;;;;;;;x
acquire_state_midgame_for_puppet_setup;Acquire $STATE$ from $RECIPIENT$;;;;;;;;;;;;;x
acquire_state_late_for_puppet;Acquire State Lategame for Puppet;;;;;;;;;;;;;x
acquire_state_late_for_puppet_short;Acquire $STATE$ for a puppet.;;;;;;;;;;;;;x
acquire_state_late_for_puppet_desc;Acquire the state of a §Ycountry§W for a puppet using 55% less warscore.;;;;;;;;;;;;;x
acquire_state_late_for_puppet_setup;Acquire $STATE$ from $RECIPIENT$;;;;;;;;;;;;;x
total_war_state_for_puppet;Total War Acquire State for Puppet;;;;;;;;;;;
total_war_state_for_puppet_short;The time has come to wipe the very idea of $RECIPIENT$ from the annals of history;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
total_war_state_for_puppet_desc;Acquire an enemy country's state for 0 warscore & 0 infamy.;;;;;;;;;;;
total_war_state_for_puppet_setup;The peoples of $RECIPIENT$$ stand in the way of a better world;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
total_war_place_in_the_sun_for_puppet;Total War Acquire Colony for Puppet;;;;;;;;;;;
total_war_place_in_the_sun_for_puppet_short;The time has come to wipe the very idea of $RECIPIENT$ from the annals of history;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
total_war_place_in_the_sun_for_puppet_desc;Acquire an enemy country's colony for a puppet costing 0 warscore & 0 infamy.;;;;;;;;;;;
total_war_place_in_the_sun_for_puppet_setup;The peoples of $RECIPIENT$$ stand in the way of a better world;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
negotiated_transfer_for_puppet;Negotiated Transfer for Puppet;;;;;;;;;;;;x
negotiated_transfer_for_puppet_desc;Transfer a state or colonial region to another country's puppet for low inamy, 0 prestige, no jingoism;;;;;;;;;;;;x
negotiated_transfer_for_puppet_short;$RECIPIENT$ receives $STATE$ from us;;;;;;;;;;;;;x
negotiated_transfer_for_puppet_setup;Transfer $STATE$ to $RECIPIENT$;;;;;;;;;;;;x
take_capital_for_puppet;Take Capital for Puppet;;;;;;;;;;;;;x
take_capital_for_puppet_desc;Take the Capital region of a §Ycountry§W for a puppet and force them to move their capital elsewhere;;;;;;;;;;;;;x
take_capital_for_puppet_setup;Take Capital region $STATE$ of $RECIPIENT$ for a puppet.;;;;;;;;;;;;;x
take_capital_for_puppet_short;Takes Capital from $RECIPIENT$;;;;;;;;;;;;;x
take_capital_midgame_for_puppet;Take Capital Midgame for Puppet;;;;;;;;;;;;;x
take_capital_midgame_for_puppet_desc;Take the Capital region of a §Ycountry§W for a puppet and force them to move their capital elsewhere for 33% less warscore.;;;;;;;;;;;;;x
take_capital_midgame_for_puppet_setup;Take Capital region $STATE$ of $RECIPIENT$ for a puppet.;;;;;;;;;;;;;x
take_capital_midgame_for_puppet_short;Takes Capital from $RECIPIENT$;;;;;;;;;;;;;x
take_capital_late_for_puppet;Take Capital Lategame for Puppet;;;;;;;;;;;;;x
take_capital_late_for_puppet_desc;Take the Capital region of a §Ycountry§W for a puppet and force them to move their capital elsewhere for 55% less warscore.;;;;;;;;;;;;;x
take_capital_late_for_puppet_setup;Take Capital region $STATE$ of $RECIPIENT$ for a puppet.;;;;;;;;;;;;;x
take_capital_late_for_puppet_short;Takes Capital from $RECIPIENT$;;;;;;;;;;;;;x
no_endowment;No Endowment;No Endowment;No Endowment;;No Endowment;;;;;;;;;x;;;;;;;;;;;;;;,,,,,
no_endowment_l;No Endowment;No Endowment;No Endowment;;No Endowment;;;;;;;;;x;;;;;;;;;;;;;;,,,,,
no_endowment_desc;The arts are privately funded.;No Endowment;No Endowment;;No Endowment;;;;;;;;;x;;;;;;;;;;;;;;,,,,,
small_endowment;Small Endowment;Small Endowment;Small Endowment;;Small Endowment;;;;;;;;;x;;;;;;;;;;;;;;,,,,,
small_endowment_l;Small Endowment;Small Endowment;Small Endowment;;Small Endowment;;;;;;;;;x;;;;;;;;;;;;;;,,,,,
small_endowment_desc;The government provides a trinket sum for the arts.;Small Endowment;Small Endowment;;Small Endowment;;;;;;;;;x;;;;;;;;;;;;;;,,,,,
medium_endowment;Medium Endowment;Medium Endowment;Medium Endowment;;Medium Endowment;;;;;;;;;x;;;;;;;;;;;;;;,,,,,
medium_endowment_l;Medium Endowment;Medium Endowment;Medium Endowment;;Medium Endowment;;;;;;;;;x;;;;;;;;;;;;;;,,,,,
medium_endowment_desc;Artists are moderately subsidized by the government.;Medium Endowment;Medium Endowment;;Medium Endowment;;;;;;;;;x;;;;;;;;;;;;;;,,,,,
large_endowment;Large Endowment;Large Endowment;Large Endowment;;Large Endowment;;;;;;;;;x;;;;;;;;;;;;;;,,,,,
large_endowment_l;Large Endowment;Large Endowment;Large Endowment;;Large Endowment;;;;;;;;;x;;;;;;;;;;;;;;,,,,,
large_endowment_desc;Artists are heavily supported by the government.;Large Endowment;Large Endowment;;Large Endowment;;;;;;;;;x;;;;;;;;;;;;;;,,,,,
massive_endowment;Massive Endowment;Massive Endowment;Massive Endowment;;Massive Endowment;;;;;;;;;x;;;;;;;;;;;;;;,,,,,
massive_endowment_l;Massive Endowment;Massive Endowment;Massive Endowment;;Massive Endowment;;;;;;;;;x;;;;;;;;;;;;;;,,,,,
massive_endowment_desc;There's a museum on every street corner.;Large Endowment;Large Endowment;;Large Endowment;;;;;;;;;x;;;;;;;;;;;;;;,,,,,
arts_endowment;Arts Endowment;Arts Endowment;Arts Endowment;;Arts Endowment;;;;;;;;;x;;;;;;;;;;;;;;,,,,,
promotion_laws;Promotion Laws;;;;;;;;;;;;;
privlage_benefits;Privilege Benefit Based;;;;;;;;;;;;;
privlage_benefits_desc;The Rich Class and Prominent Families can use existing laws to justify taking over government positions over competent individuals;;;;;;;;;;;;;
nepotism;Nepotism;;;;;;;;;;;;;
nepotism_desc;A handfull of most influential families are in controll of our most important government positions.\n§YTo take this Reform you must lower your Noble Influence Beyond Slightly Influential and Church Influence beyond Very Influential. This Process can be speed up if you're a republic.§W\n;;;;;;;;;;;;;
skill_and_merit_based;Based on Skill and Merit;;;;;;;;;;;;;
skill_and_merit_based_desc;Individuals are given government positions based on their accomplishments, not titles.\n§YTo take this Reform you must lower your Noble Influence Beyond Slightly Influential, Church Influence beyond Very Influential and increase Beaurocratic Influence above Slightly Influential. This Process can be speed up if you're a republic.§W\n;;;;;;;;;;;;;
